Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,IF_Anomaly,IF_Anomaly_Score,DBSCAN_Cluster
2020-03-07 06:08:29,68.140.67.179,22.127.207.136,58081,44858,ICMP,1497,Control,HTTP,Minus recusandae ullam exercitationem repudiandae inventore. Cum aliquid neque ipsa. Illo explicabo perferendis eius magni.,,1.95,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Vaibhav Sha,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4 rv:2.0; si-LK) AppleWebKit/532.26.4 (KHTML, like Gecko) Version/4.0.2 Safari/532.26.4",Segment C,"Kakinada, Himachal Pradesh",,,,Server,-1,0.6015512832138619,-1
2022-03-20 11:25:03,137.246.246.33,79.108.183.178,58164,61387,TCP,1484,Data,DNS,Esse placeat blanditiis debitis sit laboriosam veritatis explicabo. Inventore exercitationem vero molestiae. Unde molestiae magni officiis ad.,,88.05,,DDoS,Known Pattern B,Ignored,Medium,Saksham Dada,Opera/8.22.(Windows 98; et-EE) Presto/2.9.177 Version/12.00,Segment B,"Bhubaneswar, Punjab",,Log Data,Alert Data,Server,-1,0.6015134447111141,-1
2020-04-10 10:51:32,162.23.201.0,178.88.242.70,58933,3822,ICMP,129,Data,HTTP,"Ullam voluptatem a itaque quo. Cum aspernatur consectetur ipsum.
Tenetur ipsam facilis voluptates corporis repudiandae. Laudantium aut velit eaque perferendis tempora nulla. Provident quos totam.",IoC Detected,90.26,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Shray Chandran,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/51.0.841.0 Safari/532.2",Segment A,"Karaikudi, Mizoram",,Log Data,Alert Data,Firewall,-1,0.6015120790782807,-1
2021-03-01 04:19:19,138.233.58.124,38.182.119.141,2857,62353,TCP,145,Control,DNS,Excepturi amet deleniti. Expedita deserunt blanditiis ad minima.,,16.04,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Nayantara Sarma,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.1),Segment C,"Bhavnagar, Himachal Pradesh",,Log Data,Alert Data,Server,-1,0.6014570188438895,-1
2021-06-13 00:49:48,198.224.49.204,18.87.87.104,1772,2410,ICMP,462,Data,HTTP,Excepturi expedita quos veniam laborum. Inventore maiores sit. Earum ipsam ducimus ut quasi illum. Nostrum quas soluta ipsam esse sed.,IoC Detected,16.77,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Madhav Sunder,Opera/8.32.(Windows NT 6.1; pap-CW) Presto/2.9.169 Version/12.00,Segment C,"Visakhapatnam, Arunachal Pradesh",113.219.221.152,,,Firewall,-1,0.6014541605614306,-1
2021-02-20 17:36:15,162.88.90.212,150.49.56.39,5931,3642,UDP,324,Control,HTTP,Doloribus modi incidunt laboriosam at. Optio quos repellendus nemo ipsam velit quisquam.,,2.14,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Tanya Bhattacharyya,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/16.6n7620.0 Mobile/52K366 Safari/535.2",Segment C,"Bangalore, Nagaland",,,Alert Data,Server,-1,0.6014524606544112,-1
2023-04-11 05:39:49,166.155.67.202,150.201.141.114,2126,4553,ICMP,1114,Data,DNS,Natus nobis repudiandae optio atque. Tenetur harum ducimus repudiandae voluptatibus velit. Quisquam doloremque facilis aliquid quos.,,89.29,,DDoS,Known Pattern B,Logged,High,Krish Ganesan,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.46.1 (KHTML, like Gecko) Version/4.0.3 Safari/532.46.1",Segment C,"Mehsana, Bihar",,Log Data,Alert Data,Firewall,-1,0.6014301678927885,-1
2022-01-09 11:10:13,136.35.112.187,112.232.140.253,16489,3373,ICMP,1247,Control,HTTP,"Laboriosam nostrum ut magnam sequi. Incidunt voluptas totam possimus eum tempora.
Suscipit incidunt similique alias voluptatum itaque eligendi. Fuga veniam fugit asperiores fugiat.",,1.67,,DDoS,Known Pattern B,Logged,Medium,Ritvik Warrior,Opera/8.28.(Windows NT 5.0; dz-BT) Presto/2.9.187 Version/12.00,Segment C,"Ramgarh, Haryana",107.68.221.132,,Alert Data,Server,-1,0.6013982057049059,-1
2022-05-28 17:31:46,223.41.87.20,70.48.10.217,10530,43428,ICMP,1417,Data,HTTP,Perspiciatis dicta sint excepturi eaque enim. Recusandae accusamus soluta aliquam. Aliquam officia eveniet porro corporis iure provident.,,0.6,,Intrusion,Known Pattern A,Logged,High,Armaan Karpe,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/52.0.847.0 Safari/533.2",Segment B,"Tadipatri, Manipur",,Log Data,,Server,-1,0.6013853062152238,-1
2021-10-30 06:47:23,173.220.243.25,177.16.19.202,43309,56466,ICMP,64,Control,HTTP,"Debitis nobis magni veniam. Et laboriosam repudiandae illo. Reprehenderit id dolorum aperiam minima.
Architecto veritatis totam laboriosam soluta rem enim tenetur. Aspernatur illo dolorum ex sint.",IoC Detected,6.66,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Neelofar Walla,Opera/9.72.(X11; Linux i686; dz-BT) Presto/2.9.176 Version/11.00,Segment C,"Nellore, Assam",124.144.125.50,Log Data,Alert Data,Firewall,-1,0.6013530589417893,-1
2023-07-31 07:59:37,133.185.67.123,196.184.182.229,1621,57178,ICMP,196,Data,DNS,Eligendi officiis adipisci magnam. Sequi fugiat corrupti aliquam ea quis nemo. Illo labore quibusdam quasi iure.,,74.51,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Hiran Kalla,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/7836-07-25 19:32:16 Firefox/3.8,Segment A,"Nangloi Jat, Madhya Pradesh",,Log Data,,Firewall,-1,0.6013442992877639,-1
2021-05-21 21:46:34,180.170.11.155,143.72.208.165,57143,2282,ICMP,1462,Data,HTTP,"Sit voluptatum quisquam nemo ab iure impedit ullam. Necessitatibus quibusdam aperiam magnam voluptatem.
Temporibus nobis itaque hic. Earum soluta vitae. Nobis est animi placeat facere aliquid.",,6.64,,DDoS,Known Pattern B,Blocked,High,Fateh Chawla,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8 rv:5.0; wa-BE) AppleWebKit/533.22.5 (KHTML, like Gecko) Version/4.1 Safari/533.22.5",Segment B,"Vellore, Tamil Nadu",,,,Firewall,-1,0.601338523611573,-1
2022-01-25 10:31:02,107.94.233.149,116.159.179.135,58979,10121,ICMP,354,Data,DNS,Doloremque laborum qui ipsam natus. Ipsum totam consequatur iste vero sequi quod.,IoC Detected,90.33,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Manjari Chaudhuri,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/44.0.899.0 Safari/532.1",Segment B,"Tinsukia, Uttarakhand",135.89.91.63,,Alert Data,Server,-1,0.6013000225354309,-1
2022-01-24 22:56:37,39.88.200.228,102.197.23.212,54212,64632,UDP,1399,Data,HTTP,Ipsam aspernatur possimus nemo. Sapiente est velit unde.,IoC Detected,4.77,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Prerak Goel,Opera/9.74.(X11; Linux x86_64; kok-IN) Presto/2.9.179 Version/10.00,Segment C,"Bijapur, Andhra Pradesh",177.148.175.235,Log Data,,Firewall,-1,0.6012871569581778,-1
2022-05-01 09:50:27,146.208.54.37,39.219.207.61,54726,20497,ICMP,111,Control,HTTP,Exercitationem autem perspiciatis laborum ullam. Ratione ratione quaerat molestias.,IoC Detected,4.0,,Malware,Known Pattern A,Ignored,Medium,Vritika Chahal,Opera/9.23.(Windows NT 5.01; ln-CD) Presto/2.9.180 Version/10.00,Segment C,"Kavali, Gujarat",,Log Data,Alert Data,Firewall,-1,0.6012467733164834,-1
2021-07-22 09:58:08,141.197.61.22,94.88.46.51,63251,57512,UDP,1428,Control,HTTP,Id aliquam ipsum asperiores repellendus quia. Aut occaecati nobis libero mollitia ad officiis. Aliquid veniam molestias.,IoC Detected,18.23,,Intrusion,Known Pattern B,Blocked,Medium,Advika Das,Mozilla/5.0 (Windows NT 4.0; lo-LA; rv:1.9.0.20) Gecko/3705-11-26 10:52:14 Firefox/3.8,Segment B,"Arrah, Gujarat",,,,Server,-1,0.6012412742365211,-1
2022-06-23 22:57:38,77.21.6.6,185.80.39.127,59555,62238,UDP,332,Data,HTTP,Iusto quibusdam exercitationem distinctio sed. Ut aperiam rerum suscipit eligendi maxime. Expedita excepturi tempore eius sapiente consequuntur odio quas.,,97.42,Alert Triggered,Malware,Known Pattern A,Ignored,High,Hunar Handa,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/32.0.804.0 Safari/532.1",Segment C,"Mango, Andhra Pradesh",,,,Firewall,-1,0.6012185198753237,-1
2021-01-19 20:09:23,72.221.102.160,61.236.14.89,65040,16576,ICMP,392,Data,DNS,"Saepe tenetur numquam.
Vero fugit illum placeat culpa atque. Odit sequi deserunt doloremque illo possimus quis temporibus.",IoC Detected,95.38,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Miraan Kala,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.0),Segment A,"Jaipur, Assam",206.14.168.88,Log Data,Alert Data,Server,-1,0.6012148802724716,-1
2022-07-29 05:42:12,32.223.135.21,139.164.32.253,60512,21062,UDP,139,Control,HTTP,Pariatur aut dignissimos vitae quae neque. Iusto fugiat blanditiis dolore adipisci dolor nihil. Placeat atque vitae sit totam ipsam temporibus. Maxime amet tenetur sint consectetur.,IoC Detected,1.8,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Divit Dutt,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.1),Segment A,"Jorhat, Rajasthan",211.77.109.161,Log Data,,Firewall,-1,0.6012121425006794,-1
2021-11-29 15:20:29,101.125.94.163,122.155.96.170,56142,3740,UDP,68,Data,FTP,Voluptatem aliquid ea ab cum perspiciatis fugiat. Qui placeat laudantium illo cupiditate sunt occaecati commodi. Tenetur aliquid provident.,,92.03,,Malware,Known Pattern A,Ignored,High,Nitara Bakshi,Mozilla/5.0 (Windows 95; quz-PE; rv:1.9.2.20) Gecko/9677-05-04 14:23:42 Firefox/6.0,Segment A,"Bhagalpur, Kerala",94.84.139.97,Log Data,Alert Data,Firewall,-1,0.6011836153057885,-1
2022-04-07 03:41:19,67.149.133.123,73.128.201.233,3435,50888,UDP,64,Data,DNS,Maxime illo maxime eaque necessitatibus quos ratione nemo. Ratione dignissimos illum sed. Dolorum consequuntur eos repudiandae tempore.,IoC Detected,31.75,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Dhanuk Magar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/57.0.812.0 Safari/531.0",Segment A,"Bareilly, Uttarakhand",,Log Data,,Server,-1,0.6011120304215494,-1
2022-12-13 12:25:09,16.6.192.178,130.212.162.47,9495,8582,ICMP,330,Control,HTTP,Tempore est tempora animi sit nulla quo. Nihil numquam accusantium. Eligendi iusto accusantium reprehenderit rem odit incidunt. Quisquam voluptatem aspernatur eum tempora quos.,,4.51,,Malware,Known Pattern B,Ignored,Medium,Devansh Bhardwaj,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/55.0.810.0 Safari/536.2",Segment A,"Sambalpur, Meghalaya",,Log Data,,Firewall,-1,0.6011051729589095,-1
2022-10-16 13:52:36,156.178.137.155,68.36.26.78,57263,60830,ICMP,93,Control,DNS,"Animi est earum quaerat cum. Assumenda fugiat sed veniam nostrum asperiores assumenda.
Quasi mollitia explicabo. Officiis sapiente similique quam delectus.",IoC Detected,57.52,,Malware,Known Pattern A,Ignored,Medium,Kabir Roy,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6490-09-17 06:00:26 Firefox/3.8,Segment B,"Bokaro, Odisha",142.159.8.23,,,Firewall,-1,0.601095751769842,-1
2021-07-26 17:14:43,202.61.191.173,58.101.10.6,64776,64211,TCP,1495,Control,DNS,"Minus nobis enim quae dolorem odit.
Saepe non omnis sunt. Nihil dicta sed blanditiis. Ipsa nam inventore.
Architecto pariatur distinctio aut quisquam optio. Et ex eum facere impedit ex.",IoC Detected,94.2,,Malware,Known Pattern A,Logged,Medium,Raunak Dugal,Opera/9.37.(X11; Linux i686; the-NP) Presto/2.9.182 Version/10.00,Segment A,"Aurangabad, Mizoram",,Log Data,Alert Data,Server,-1,0.6010907822504182,-1
2021-06-10 17:17:26,116.180.11.14,48.215.0.125,2455,59065,UDP,801,Control,HTTP,"Nulla molestias quaerat architecto.
Voluptates pariatur nihil assumenda exercitationem corporis. Totam facilis quasi totam tempora porro assumenda. Pariatur dolore repellat nostrum beatae.",IoC Detected,4.8,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Eva Baral,Opera/8.87.(Windows NT 4.0; mag-IN) Presto/2.9.171 Version/12.00,Segment C,"Hosur, Uttar Pradesh",71.91.148.167,,Alert Data,Firewall,-1,0.6010276155988578,-1
2020-05-21 18:06:26,159.123.97.58,90.122.42.118,3210,55324,UDP,91,Control,FTP,Corrupti porro ab praesentium maxime fugiat nihil. Repudiandae mollitia sequi beatae. Illo dolorum temporibus nesciunt eligendi at.,,63.36,Alert Triggered,DDoS,Known Pattern A,Logged,High,Faiyaz Bhandari,Opera/8.63.(Windows CE; ko-KR) Presto/2.9.164 Version/11.00,Segment C,"Panipat, Mizoram",,Log Data,,Server,-1,0.601023506149642,-1
2021-07-17 21:39:41,36.26.108.249,203.251.38.37,9090,62548,ICMP,800,Control,DNS,Error ex ex possimus placeat vitae praesentium nesciunt. Laborum deleniti consequatur harum. Ea cum cumque error unde. Sapiente corporis ad similique nam dolor.,,0.89,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Kavya Mane,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.0),Segment C,"Dewas, Assam",,,,Server,-1,0.6010201806006473,-1
2021-05-30 05:17:55,21.118.171.39,143.170.55.146,64847,3905,ICMP,775,Control,HTTP,"Eveniet nulla expedita. Molestiae at earum harum.
Nam rerum tempora quisquam eveniet voluptates. Impedit alias nisi aut quam fugiat. Quos dignissimos delectus accusamus fuga.",IoC Detected,99.4,,Malware,Known Pattern B,Ignored,High,Kimaya Edwin,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; apn-IN) AppleWebKit/532.30.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6532.30.7",Segment C,"Kumbakonam, Haryana",,Log Data,Alert Data,Firewall,-1,0.6010107836130344,-1
2020-12-12 09:19:37,122.30.54.110,202.52.40.35,1589,6110,ICMP,1382,Data,DNS,"Deserunt praesentium laborum doloremque.
Debitis voluptate quam quo animi. Modi nisi ullam eum quis ipsa aut.",,40.78,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Baiju Rege,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/51.0.843.0 Safari/532.2",Segment C,"Sangli-Miraj & Kupwad, Telangana",84.12.104.59,Log Data,,Server,-1,0.6009953245349852,-1
2022-09-15 04:42:48,26.77.118.27,23.107.58.153,13534,39415,ICMP,64,Control,HTTP,Dolorum ipsum neque quasi sequi aut. Cumque natus id tempore.,,2.53,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Sumer De,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.1),Segment C,"Rourkela, Chhattisgarh",,Log Data,Alert Data,Firewall,-1,0.6009847145465306,-1
2021-10-31 14:05:06,191.193.29.75,176.15.57.134,62303,55580,UDP,239,Control,DNS,Quas quaerat esse voluptas non. Ea in amet hic voluptate cum.,IoC Detected,93.32,,Intrusion,Known Pattern B,Blocked,High,Aradhya Cheema,Opera/9.28.(X11; Linux x86_64; bem-ZM) Presto/2.9.168 Version/11.00,Segment C,"Jamalpur, Telangana",122.194.8.158,,Alert Data,Firewall,-1,0.6009747965973048,-1
2021-09-16 19:48:38,202.217.130.44,184.217.148.61,64407,49109,ICMP,76,Control,HTTP,Dolore dolorum sint repellat ut explicabo eaque. Repellat distinctio assumenda suscipit quo. Eaque eaque magni veritatis.,IoC Detected,80.25,,DDoS,Known Pattern B,Logged,High,Siya Sandhu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3; rv:1.9.6.20) Gecko/9095-04-04 12:19:25 Firefox/7.0,Segment B,"Aurangabad, Uttarakhand",,Log Data,Alert Data,Firewall,-1,0.6009309468944228,-1
2022-05-20 11:03:53,29.11.190.199,168.212.91.85,3201,41323,UDP,289,Data,HTTP,"Voluptates culpa fugit aut odio ut. Pariatur veniam odio quibusdam temporibus. Unde minus distinctio ducimus soluta placeat sequi.
Recusandae atque ipsam quos labore pariatur perspiciatis.",IoC Detected,0.9,,DDoS,Known Pattern A,Logged,High,Urvi Tella,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4; rv:1.9.3.20) Gecko/8608-01-31 16:52:27 Firefox/3.8,Segment B,"Vijayawada, Chhattisgarh",202.215.106.105,,,Server,-1,0.6009216555229897,-1
2023-03-11 04:58:14,116.7.28.43,97.213.117.64,53574,64949,UDP,1424,Control,DNS,Exercitationem maiores suscipit iste. Nemo perspiciatis iure minima sit molestiae est. Eum adipisci consectetur laudantium explicabo.,,87.46,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Vanya Reddy,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1),Segment B,"Naihati, Maharashtra",76.34.115.193,,Alert Data,Server,-1,0.6008680549203839,-1
2022-06-28 14:18:54,149.153.182.150,96.119.149.117,60458,27593,ICMP,73,Control,DNS,"Necessitatibus exercitationem eius vitae. Vel corrupti recusandae sunt atque quaerat.
Ratione odit aspernatur consectetur. Tenetur eaque cum cum ipsum distinctio rerum.",,85.08,,DDoS,Known Pattern B,Logged,High,Rohan Kannan,Mozilla/5.0 (Android 2.3.6; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,Segment C,"Kochi, Gujarat",120.72.9.175,,Alert Data,Server,-1,0.6008003796508338,-1
2021-03-27 07:35:53,53.87.106.250,66.161.165.13,52652,39362,ICMP,285,Control,HTTP,Suscipit consequuntur vero optio. Inventore porro dolore. Iure velit quia itaque.,,2.67,,Malware,Known Pattern B,Logged,Medium,Onkar Bhardwaj,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/39.0.868.0 Mobile/59D480 Safari/536.2",Segment C,"Avadi, Assam",184.72.115.67,Log Data,,Server,-1,0.6007605286712145,-1
2023-07-15 00:20:31,129.80.51.62,148.126.196.128,5791,47930,ICMP,1455,Data,HTTP,"Quasi qui quasi distinctio. Debitis temporibus blanditiis culpa voluptatibus.
Dolore quam distinctio repellat. Sunt saepe nisi enim cupiditate. Repudiandae magni aspernatur porro.",,5.49,,Malware,Known Pattern B,Ignored,High,Miraya Dugal,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/56.0.896.0 Mobile/81N796 Safari/535.0",Segment B,"Purnia, Madhya Pradesh",,,,Firewall,-1,0.6007492307682137,-1
2021-02-13 21:45:28,210.226.250.75,89.72.125.65,5603,64299,ICMP,178,Control,DNS,"Modi nihil ipsum sit nam. Aut temporibus atque autem quibusdam mollitia. Animi tempore voluptates voluptate excepturi.
Vel repudiandae ut. Debitis adipisci similique reprehenderit dolores cum nisi.",IoC Detected,74.36,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Charvi Mane,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.0),Segment B,"Bongaigaon, Haryana",,,,Server,-1,0.6007376184729496,-1
2022-11-11 16:13:55,138.28.133.242,104.247.152.191,2751,4713,UDP,1461,Control,FTP,Veritatis inventore tempora officia quam iure assumenda. Quam assumenda magnam aspernatur sequi dicta ea. Ullam modi saepe. Dignissimos aspernatur sapiente molestias quia numquam.,,96.35,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Dhruv Bhakta,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ik-CA) AppleWebKit/534.36.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.36.7",Segment C,"Panipat, Punjab",,,,Server,-1,0.6007361819820489,-1
2023-06-25 09:44:44,117.34.20.110,50.210.9.191,55227,62906,UDP,818,Control,HTTP,Occaecati dolorem quas ut maiores aliquam nisi. Fugit fuga recusandae porro. Sequi a veritatis modi numquam eligendi fuga occaecati. Voluptatum vero mollitia iste.,,99.22,,Intrusion,Known Pattern B,Blocked,Medium,Lakshit Ghosh,Opera/9.16.(X11; Linux i686; cv-RU) Presto/2.9.174 Version/12.00,Segment B,"Bhalswa Jahangir Pur, Uttar Pradesh",134.81.210.114,Log Data,,Server,-1,0.6007196756652157,-1
2021-06-11 12:42:29,176.104.136.20,14.213.233.79,3973,49907,TCP,110,Data,DNS,Numquam sit non molestias inventore mollitia quos. Voluptatibus iusto dolores porro dolores facere voluptatem. Cumque iusto maxime doloribus modi.,,95.34,,DDoS,Known Pattern A,Ignored,Medium,Yakshit Badami,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/11.3x4720.0 Mobile/40G831 Safari/536.1",Segment B,"Tirunelveli, Maharashtra",,,,Firewall,-1,0.6007060628936917,-1
2021-10-03 09:17:41,156.77.162.49,25.85.74.163,48309,11549,ICMP,77,Control,DNS,Quidem sint tempora temporibus. Dolor laudantium dolore est suscipit. Pariatur mollitia aliquid impedit quos iste voluptates. Perferendis dolor incidunt in tenetur facere facere natus.,,11.26,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Navya Bajwa,Opera/8.54.(Windows NT 10.0; yo-NG) Presto/2.9.164 Version/11.00,Segment C,"Panchkula, Bihar",,Log Data,,Server,-1,0.6007036097654441,-1
2021-11-11 01:36:56,100.8.18.163,80.119.167.14,53343,45098,UDP,237,Data,HTTP,"Voluptates beatae quaerat quos aliquid. Nisi quaerat iusto enim animi quisquam sequi. Voluptatem alias odit.
Exercitationem consequatur unde ea numquam ducimus sit pariatur. Enim ex vitae.",,0.24,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Ira Wagle,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_8; rv:1.9.6.20) Gecko/4552-10-21 23:18:47 Firefox/3.6.2,Segment C,"Karawal Nagar, Uttar Pradesh",204.14.158.45,,,Firewall,-1,0.600696777736056,-1
2020-09-08 08:59:38,129.29.224.229,94.10.250.201,2624,63581,TCP,173,Data,DNS,Esse placeat fugit accusamus occaecati beatae laborum. Ducimus fuga pariatur numquam nobis facilis sit. Commodi maxime debitis dignissimos earum nesciunt dolorem saepe.,IoC Detected,13.97,,DDoS,Known Pattern A,Blocked,High,Nitara Swaminathan,Opera/8.74.(Windows 95; ga-IE) Presto/2.9.180 Version/11.00,Segment A,"Karaikudi, Karnataka",50.57.142.57,Log Data,Alert Data,Firewall,-1,0.6006587770176699,-1
2022-08-12 08:14:59,116.33.187.48,75.244.169.3,2612,53344,TCP,93,Data,DNS,Ab at unde placeat asperiores qui quod. Autem sint eaque qui ad ipsum vero minus. Distinctio quod qui odit ullam doloribus nisi. Possimus ipsum deleniti commodi quos repellat.,,69.24,Alert Triggered,Malware,Known Pattern B,Blocked,High,Aarush Walla,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.16.6 (KHTML, like Gecko) Version/5.1 Safari/535.16.6",Segment A,"Narasaraopet, Nagaland",182.229.237.210,,Alert Data,Firewall,-1,0.6006294363966519,-1
2022-07-23 07:34:01,172.136.39.178,153.52.159.43,3025,62935,ICMP,350,Control,DNS,Dicta rerum eos alias saepe. Totam consequuntur omnis totam. Hic eos sit optio beatae eum.,IoC Detected,12.43,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Manjari Goel,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_7 rv:2.0; vi-VN) AppleWebKit/534.21.2 (KHTML, like Gecko) Version/5.0 Safari/534.21.2",Segment B,"Rohtak, Meghalaya",138.55.156.144,Log Data,,Firewall,-1,0.6006195010195239,-1
2021-05-28 02:31:28,45.183.82.174,38.194.198.218,56513,4018,UDP,79,Data,HTTP,"Quisquam voluptatem eius quia. Consectetur totam saepe tempora.
Dicta tempore cupiditate iure. Corporis tempore iusto eum.",IoC Detected,63.84,,Malware,Known Pattern A,Ignored,High,Jayan Sant,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4; rv:1.9.3.20) Gecko/9300-06-22 12:58:21 Firefox/10.0,Segment A,"Bally, Himachal Pradesh",,Log Data,Alert Data,Server,-1,0.6006190174506557,-1
2022-07-13 02:57:48,191.76.147.184,123.237.114.165,3883,37883,UDP,265,Data,HTTP,"Similique dolores aperiam ea expedita exercitationem. Dolore pariatur qui.
Eveniet aspernatur quas facilis error.",,1.85,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Anya Koshy,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.18.5 (KHTML, like Gecko) Version/5.1 Safari/532.18.5",Segment B,"Rampur, Bihar",114.81.197.238,,Alert Data,Server,-1,0.6005776704526389,-1
2020-10-20 20:30:55,43.159.157.228,188.81.127.222,61919,38313,ICMP,1328,Control,HTTP,Debitis perferendis possimus id. Minus iusto animi omnis.,IoC Detected,0.06,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Manikya Butala,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7029-02-07 17:05:15 Firefox/3.8,Segment A,"Fatehpur, Manipur",108.81.12.52,,,Firewall,-1,0.6005753926068722,-1
2022-11-27 11:36:14,38.222.230.209,123.138.233.33,10497,2016,UDP,76,Control,HTTP,"Assumenda a fugit impedit. Voluptates atque suscipit. Laudantium quae suscipit fugiat perspiciatis.
Optio repudiandae aliquam. Aperiam officia quasi repellat et nam.",IoC Detected,55.86,Alert Triggered,Malware,Known Pattern B,Ignored,High,Zoya Chatterjee,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),Segment B,"Bijapur, Kerala",,Log Data,Alert Data,Server,-1,0.600558985750978,-1
2020-08-03 04:30:39,28.114.23.70,186.107.215.99,13415,60318,UDP,95,Data,DNS,Repellat eos beatae ratione soluta. Quisquam ea nulla voluptatibus iure consequatur distinctio. Voluptate harum amet perferendis. Ipsum suscipit nesciunt ducimus quasi doloremque recusandae illum.,,79.99,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Jiya Kapadia,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6; rv:1.9.4.20) Gecko/6027-10-04 01:13:16 Firefox/9.0,Segment A,"Bhalswa Jahangir Pur, Mizoram",100.167.126.97,,Alert Data,Firewall,-1,0.6005361874604058,-1
